Provincias;Sexo;Periodo;Total
35 Palmas, Las;Hombres;2011;551.241
35 Palmas, Las;Hombres;2010;548.699
35 Palmas, Las;Hombres;2009;545.990
35 Palmas, Las;Hombres;2008;540.105
35 Palmas, Las;Hombres;2007;526.349
35 Palmas, Las;Hombres;2006;517.664
35 Palmas, Las;Hombres;2005;511.987
35 Palmas, Las;Hombres;2004;498.865
35 Palmas, Las;Hombres;2003;495.243
35 Palmas, Las;Hombres;2002;480.420
35 Palmas, Las;Hombres;2001;466.534
35 Palmas, Las;Hombres;2000;451.370
35 Palmas, Las;Hombres;1999;437.946
35 Palmas, Las;Hombres;1998;425.260
35 Palmas, Las;Hombres;1997;""
35 Palmas, Las;Hombres;1996;417.673
35 Palmas, Las;Mujeres;2021;567.258
35 Palmas, Las;Mujeres;2020;568.371
35 Palmas, Las;Mujeres;2019;562.632
35 Palmas, Las;Mujeres;2018;556.620
35 Palmas, Las;Mujeres;2017;551.764
35 Palmas, Las;Mujeres;2016;549.872
35 Palmas, Las;Mujeres;2015;549.557
35 Palmas, Las;Mujeres;2014;549.861
35 Palmas, Las;Mujeres;2013;550.840
35 Palmas, Las;Mujeres;2012;548.628
35 Palmas, Las;Mujeres;2011;545.739
35 Palmas, Las;Mujeres;2010;541.906
35 Palmas, Las;Mujeres;2009;537.512
35 Palmas, Las;Mujeres;2008;529.927
35 Palmas, Las;Mujeres;2007;515.782
35 Palmas, Las;Mujeres;2006;506.522
35 Palmas, Las;Mujeres;2005;499.941
35 Palmas, Las;Mujeres;2004;488.263
35 Palmas, Las;Mujeres;2003;484.363
35 Palmas, Las;Mujeres;2002;470.617
35 Palmas, Las;Mujeres;2001;458.024
35 Palmas, Las;Mujeres;2000;446.225
35 Palmas, Las;Mujeres;1999;434.723
35 Palmas, Las;Mujeres;1998;424.603
35 Palmas, Las;Mujeres;1997;""
35 Palmas, Las;Mujeres;1996;416.412
36 Pontevedra;Total;2021;944.275
36 Pontevedra;Total;2020;945.408
36 Pontevedra;Total;2019;942.665
36 Pontevedra;Total;2018;941.772
36 Pontevedra;Total;2017;942.731
36 Pontevedra;Total;2016;944.346
36 Pontevedra;Total;2015;947.374
36 Pontevedra;Total;2014;950.919
36 Pontevedra;Total;2013;955.050
36 Pontevedra;Total;2012;958.428
36 Pontevedra;Total;2011;963.511
36 Pontevedra;Total;2010;962.472
36 Pontevedra;Total;2009;959.764
36 Pontevedra;Total;2008;953.400
36 Pontevedra;Total;2007;947.639
36 Pontevedra;Total;2006;943.117
36 Pontevedra;Total;2005;938.311
36 Pontevedra;Total;2004;930.931
36 Pontevedra;Total;2003;927.555
36 Pontevedra;Total;2002;919.934
36 Pontevedra;Total;2001;916.176
36 Pontevedra;Total;2000;912.621
36 Pontevedra;Total;1999;908.803
36 Pontevedra;Total;1998;906.298
36 Pontevedra;Total;1997;""
36 Pontevedra;Total;1996;915.104
36 Pontevedra;Hombres;2021;455.910
36 Pontevedra;Hombres;2020;456.452
36 Pontevedra;Hombres;2019;455.286
36 Pontevedra;Hombres;2018;454.899
36 Pontevedra;Hombres;2017;455.617
36 Pontevedra;Hombres;2016;456.551
36 Pontevedra;Hombres;2015;458.114
36 Pontevedra;Hombres;2014;460.167
36 Pontevedra;Hombres;2013;462.605
36 Pontevedra;Hombres;2012;464.608
36 Pontevedra;Hombres;2011;466.691
36 Pontevedra;Hombres;2010;465.900
36 Pontevedra;Hombres;2009;464.365
36 Pontevedra;Hombres;2008;461.469
36 Pontevedra;Hombres;2007;458.359
36 Pontevedra;Hombres;2006;455.785
36 Pontevedra;Hombres;2005;453.103
36 Pontevedra;Hombres;2004;449.112
36 Pontevedra;Hombres;2003;446.839
36 Pontevedra;Hombres;2002;442.257
36 Pontevedra;Hombres;2001;439.888
36 Pontevedra;Hombres;2000;437.581
36 Pontevedra;Hombres;1999;435.557
36 Pontevedra;Hombres;1998;434.381
36 Pontevedra;Hombres;1997;""
36 Pontevedra;Hombres;1996;439.098
36 Pontevedra;Mujeres;2021;488.365
36 Pontevedra;Mujeres;2020;488.956
36 Pontevedra;Mujeres;2019;487.379
36 Pontevedra;Mujeres;2018;486.873
36 Pontevedra;Mujeres;2017;487.114
36 Pontevedra;Mujeres;2016;487.795
36 Pontevedra;Mujeres;2015;489.260
36 Pontevedra;Mujeres;2014;490.752
36 Pontevedra;Mujeres;2013;492.445
36 Pontevedra;Mujeres;2012;493.820
36 Pontevedra;Mujeres;2011;496.820
36 Pontevedra;Mujeres;2010;496.572
36 Pontevedra;Mujeres;2009;495.399
36 Pontevedra;Mujeres;2008;491.931
36 Pontevedra;Mujeres;2007;489.280
36 Pontevedra;Mujeres;2006;487.332
36 Pontevedra;Mujeres;2005;485.208
36 Pontevedra;Mujeres;2004;481.819
36 Pontevedra;Mujeres;2003;480.716
36 Pontevedra;Mujeres;2002;477.677
36 Pontevedra;Mujeres;2001;476.288
36 Pontevedra;Mujeres;2000;475.040
36 Pontevedra;Mujeres;1999;473.246
36 Pontevedra;Mujeres;1998;471.917
36 Pontevedra;Mujeres;1997;""
36 Pontevedra;Mujeres;1996;476.006
26 Rioja, La;Total;2021;319.796
26 Rioja, La;Total;2020;319.914
26 Rioja, La;Total;2019;316.798
26 Rioja, La;Total;2018;315.675
26 Rioja, La;Total;2017;315.381
26 Rioja, La;Total;2016;315.794
26 Rioja, La;Total;2015;317.053
26 Rioja, La;Total;2014;319.002
26 Rioja, La;Total;2013;322.027
26 Rioja, La;Total;2012;323.609
26 Rioja, La;Total;2011;322.955
26 Rioja, La;Total;2010;322.415
26 Rioja, La;Total;2009;321.702
26 Rioja, La;Total;2008;317.501
26 Rioja, La;Total;2007;308.968
26 Rioja, La;Total;2006;306.377
26 Rioja, La;Total;2005;301.084
26 Rioja, La;Total;2004;293.553
26 Rioja, La;Total;2003;287.390
26 Rioja, La;Total;2002;281.614
26 Rioja, La;Total;2001;270.400
26 Rioja, La;Total;2000;264.178
26 Rioja, La;Total;1999;265.178
26 Rioja, La;Total;1998;263.644
26 Rioja, La;Total;1997;""
26 Rioja, La;Total;1996;264.941
26 Rioja, La;Hombres;2021;157.823
26 Rioja, La;Hombres;2020;157.835
26 Rioja, La;Hombres;2019;156.179
26 Rioja, La;Hombres;2018;155.758
26 Rioja, La;Hombres;2017;155.508
26 Rioja, La;Hombres;2016;155.969
26 Rioja, La;Hombres;2015;156.733
26 Rioja, La;Hombres;2014;158.090
26 Rioja, La;Hombres;2013;160.159
26 Rioja, La;Hombres;2012;161.574
26 Rioja, La;Hombres;2011;161.582
26 Rioja, La;Hombres;2010;161.884
26 Rioja, La;Hombres;2009;162.173
26 Rioja, La;Hombres;2008;160.342
26 Rioja, La;Hombres;2007;155.773
26 Rioja, La;Hombres;2006;154.556
26 Rioja, La;Hombres;2005;151.730
26 Rioja, La;Hombres;2004;147.214
26 Rioja, La;Hombres;2003;143.995
26 Rioja, La;Hombres;2002;140.780
26 Rioja, La;Hombres;2001;134.506
26 Rioja, La;Hombres;2000;130.956
26 Rioja, La;Hombres;1999;131.518
26 Rioja, La;Hombres;1998;130.708
26 Rioja, La;Hombres;1997;""
26 Rioja, La;Hombres;1996;131.183
26 Rioja, La;Mujeres;2021;161.973
26 Rioja, La;Mujeres;2020;162.079
26 Rioja, La;Mujeres;2019;160.619
26 Rioja, La;Mujeres;2018;159.917
26 Rioja, La;Mujeres;2017;159.873
26 Rioja, La;Mujeres;2016;159.825
26 Rioja, La;Mujeres;2015;160.320
26 Rioja, La;Mujeres;2014;160.912
26 Rioja, La;Mujeres;2013;161.868
26 Rioja, La;Mujeres;2012;162.035
26 Rioja, La;Mujeres;2011;161.373
26 Rioja, La;Mujeres;2010;160.531
26 Rioja, La;Mujeres;2009;159.529
26 Rioja, La;Mujeres;2008;157.159
26 Rioja, La;Mujeres;2007;153.195
26 Rioja, La;Mujeres;2006;151.821
26 Rioja, La;Mujeres;2005;149.354
26 Rioja, La;Mujeres;2004;146.339
26 Rioja, La;Mujeres;2003;143.395
26 Rioja, La;Mujeres;2002;140.834
26 Rioja, La;Mujeres;2001;135.894
26 Rioja, La;Mujeres;2000;133.222
26 Rioja, La;Mujeres;1999;133.660
26 Rioja, La;Mujeres;1998;132.936
26 Rioja, La;Mujeres;1997;""
26 Rioja, La;Mujeres;1996;133.758
37 Salamanca;Total;2021;327.338
37 Salamanca;Total;2020;329.245
37 Salamanca;Total;2019;330.119
37 Salamanca;Total;2018;331.473
37 Salamanca;Total;2017;333.603
37 Salamanca;Total;2016;335.985
37 Salamanca;Total;2015;339.395
37 Salamanca;Total;2014;342.459
37 Salamanca;Total;2013;345.548
37 Salamanca;Total;2012;350.564
37 Salamanca;Total;2011;352.986
37 Salamanca;Total;2010;353.619
37 Salamanca;Total;2009;354.608
37 Salamanca;Total;2008;353.404
37 Salamanca;Total;2007;351.326
37 Salamanca;Total;2006;353.110
37 Salamanca;Total;2005;352.414
37 Salamanca;Total;2004;350.984
37 Salamanca;Total;2003;348.271
37 Salamanca;Total;2002;347.120
37 Salamanca;Total;2001;350.209
37 Salamanca;Total;2000;349.733
37 Salamanca;Total;1999;351.128
37 Salamanca;Total;1998;349.550
37 Salamanca;Total;1997;""
37 Salamanca;Total;1996;353.020
37 Salamanca;Hombres;2021;158.874
37 Salamanca;Hombres;2020;159.929
37 Salamanca;Hombres;2019;160.364
37 Salamanca;Hombres;2018;161.065
37 Salamanca;Hombres;2017;162.273
37 Salamanca;Hombres;2016;163.613
37 Salamanca;Hombres;2015;165.379
37 Salamanca;Hombres;2014;167.061
37 Salamanca;Hombres;2013;168.950
37 Salamanca;Hombres;2012;171.489
37 Salamanca;Hombres;2011;172.584
37 Salamanca;Hombres;2010;172.934
37 Salamanca;Hombres;2009;173.512
37 Salamanca;Hombres;2008;172.878
37 Salamanca;Hombres;2007;171.572
37 Salamanca;Hombres;2006;172.393
37 Salamanca;Hombres;2005;171.944
37 Salamanca;Hombres;2004;171.092
37 Salamanca;Hombres;2003;169.851
37 Salamanca;Hombres;2002;169.208
37 Salamanca;Hombres;2001;170.644
37 Salamanca;Hombres;2000;170.357
37 Salamanca;Hombres;1999;171.077
37 Salamanca;Hombres;1998;170.152
37 Salamanca;Hombres;1997;""
37 Salamanca;Hombres;1996;172.071
37 Salamanca;Mujeres;2021;168.464
37 Salamanca;Mujeres;2020;169.316
37 Salamanca;Mujeres;2019;169.755
37 Salamanca;Mujeres;2018;170.408
37 Salamanca;Mujeres;2017;171.330
37 Salamanca;Mujeres;2016;172.372
37 Salamanca;Mujeres;2015;174.016
37 Salamanca;Mujeres;2014;175.398
37 Salamanca;Mujeres;2013;176.598
37 Salamanca;Mujeres;2012;179.075
37 Salamanca;Mujeres;2011;180.402
37 Salamanca;Mujeres;2010;180.685
37 Salamanca;Mujeres;2009;181.096
37 Salamanca;Mujeres;2008;180.526
37 Salamanca;Mujeres;2007;179.754
37 Salamanca;Mujeres;2006;180.717
37 Salamanca;Mujeres;2005;180.470
37 Salamanca;Mujeres;2004;179.892
37 Salamanca;Mujeres;2003;178.420
37 Salamanca;Mujeres;2002;177.912
37 Salamanca;Mujeres;2001;179.565
37 Salamanca;Mujeres;2000;179.376
37 Salamanca;Mujeres;1999;180.051
37 Salamanca;Mujeres;1998;179.398
37 Salamanca;Mujeres;1997;""
37 Salamanca;Mujeres;1996;180.949
38 Santa Cruz de Tenerife;Total;2021;1.044.405
38 Santa Cruz de Tenerife;Total;2020;1.044.887
38 Santa Cruz de Tenerife;Total;2019;1.032.983
38 Santa Cruz de Tenerife;Total;2018;1.018.510
38 Santa Cruz de Tenerife;Total;2017;1.007.641
38 Santa Cruz de Tenerife;Total;2016;1.004.124
38 Santa Cruz de Tenerife;Total;2015;1.001.900
38 Santa Cruz de Tenerife;Total;2014;1.004.788
38 Santa Cruz de Tenerife;Total;2013;1.014.829
38 Santa Cruz de Tenerife;Total;2012;1.017.531
38 Santa Cruz de Tenerife;Total;2011;1.029.789
38 Santa Cruz de Tenerife;Total;2010;1.027.914
38 Santa Cruz de Tenerife;Total;2009;1.020.490
38 Santa Cruz de Tenerife;Total;2008;1.005.936
38 Santa Cruz de Tenerife;Total;2007;983.820
38 Santa Cruz de Tenerife;Total;2006;971.647
38 Santa Cruz de Tenerife;Total;2005;956.352
38 Santa Cruz de Tenerife;Total;2004;928.412
38 Santa Cruz de Tenerife;Total;2003;915.262
38 Santa Cruz de Tenerife;Total;2002;892.718
38 Santa Cruz de Tenerife;Total;2001;856.808
38 Santa Cruz de Tenerife;Total;2000;818.681
38 Santa Cruz de Tenerife;Total;1999;800.020
38 Santa Cruz de Tenerife;Total;1998;780.152
38 Santa Cruz de Tenerife;Total;1997;""
38 Santa Cruz de Tenerife;Total;1996;772.449
38 Santa Cruz de Tenerife;Hombres;2021;512.899
38 Santa Cruz de Tenerife;Hombres;2020;513.491
38 Santa Cruz de Tenerife;Hombres;2019;508.197
38 Santa Cruz de Tenerife;Hombres;2018;501.477
38 Santa Cruz de Tenerife;Hombres;2017;496.397
38 Santa Cruz de Tenerife;Hombres;2016;494.910
38 Santa Cruz de Tenerife;Hombres;2015;494.354
38 Santa Cruz de Tenerife;Hombres;2014;496.207
38 Santa Cruz de Tenerife;Hombres;2013;502.292
38 Santa Cruz de Tenerife;Hombres;2012;504.055
38 Santa Cruz de Tenerife;Hombres;2011;510.350
38 Santa Cruz de Tenerife;Hombres;2010;510.007
38 Santa Cruz de Tenerife;Hombres;2009;506.646
38 Santa Cruz de Tenerife;Hombres;2008;500.032
38 Santa Cruz de Tenerife;Hombres;2007;489.144
38 Santa Cruz de Tenerife;Hombres;2006;483.730
38 Santa Cruz de Tenerife;Hombres;2005;476.243
38 Santa Cruz de Tenerife;Hombres;2004;461.793
38 Santa Cruz de Tenerife;Hombres;2003;454.916
38 Santa Cruz de Tenerife;Hombres;2002;442.933
38 Santa Cruz de Tenerife;Hombres;2001;424.015
38 Santa Cruz de Tenerife;Hombres;2000;403.529
38 Santa Cruz de Tenerife;Hombres;1999;393.761
38 Santa Cruz de Tenerife;Hombres;1998;382.832
38 Santa Cruz de Tenerife;Hombres;1997;""
38 Santa Cruz de Tenerife;Hombres;1996;379.557
38 Santa Cruz de Tenerife;Mujeres;2021;531.506
38 Santa Cruz de Tenerife;Mujeres;2020;531.396
38 Santa Cruz de Tenerife;Mujeres;2019;524.786
38 Santa Cruz de Tenerife;Mujeres;2018;517.033
38 Santa Cruz de Tenerife;Mujeres;2017;511.244
38 Santa Cruz de Tenerife;Mujeres;2016;509.214
38 Santa Cruz de Tenerife;Mujeres;2015;507.546
38 Santa Cruz de Tenerife;Mujeres;2014;508.581
38 Santa Cruz de Tenerife;Mujeres;2013;512.537
38 Santa Cruz de Tenerife;Mujeres;2012;513.476
38 Santa Cruz de Tenerife;Mujeres;2011;519.439
38 Santa Cruz de Tenerife;Mujeres;2010;517.907
38 Santa Cruz de Tenerife;Mujeres;2009;513.844
38 Santa Cruz de Tenerife;Mujeres;2008;505.904
38 Santa Cruz de Tenerife;Mujeres;2007;494.676
38 Santa Cruz de Tenerife;Mujeres;2006;487.917
38 Santa Cruz de Tenerife;Mujeres;2005;480.109
38 Santa Cruz de Tenerife;Mujeres;2004;466.619
38 Santa Cruz de Tenerife;Mujeres;2003;460.346
38 Santa Cruz de Tenerife;Mujeres;2002;449.785
38 Santa Cruz de Tenerife;Mujeres;2001;432.793
38 Santa Cruz de Tenerife;Mujeres;2000;415.152
38 Santa Cruz de Tenerife;Mujeres;1999;406.259
38 Santa Cruz de Tenerife;Mujeres;1998;397.320
38 Santa Cruz de Tenerife;Mujeres;1997;""
38 Santa Cruz de Tenerife;Mujeres;1996;392.892
40 Segovia;Total;2021;153.663
40 Segovia;Total;2020;153.478
40 Segovia;Total;2019;153.129
40 Segovia;Total;2018;153.342
40 Segovia;Total;2017;154.184
40 Segovia;Total;2016;155.652
40 Segovia;Total;2015;157.570
40 Segovia;Total;2014;159.303
40 Segovia;Total;2013;161.702
40 Segovia;Total;2012;163.701
40 Segovia;Total;2011;164.169
40 Segovia;Total;2010;164.268
40 Segovia;Total;2009;164.854
40 Segovia;Total;2008;163.899
40 Segovia;Total;2007;159.322
40 Segovia;Total;2006;156.598
40 Segovia;Total;2005;155.517
40 Segovia;Total;2004;152.640
40 Segovia;Total;2003;150.701
40 Segovia;Total;2002;149.286
40 Segovia;Total;2001;147.028
40 Segovia;Total;2000;146.613
40 Segovia;Total;1999;146.985
40 Segovia;Total;1998;146.755
40 Segovia;Total;1997;""
40 Segovia;Total;1996;147.770
40 Segovia;Hombres;2021;77.071
40 Segovia;Hombres;2020;77.033
40 Segovia;Hombres;2019;76.813
40 Segovia;Hombres;2018;76.979
40 Segovia;Hombres;2017;77.443
40 Segovia;Hombres;2016;78.271
40 Segovia;Hombres;2015;79.355
40 Segovia;Hombres;2014;80.316
40 Segovia;Hombres;2013;81.598
40 Segovia;Hombres;2012;82.695
40 Segovia;Hombres;2011;82.967
40 Segovia;Hombres;2010;83.034
40 Segovia;Hombres;2009;83.636
40 Segovia;Hombres;2008;83.252
40 Segovia;Hombres;2007;80.492
40 Segovia;Hombres;2006;78.982
40 Segovia;Hombres;2005;78.308
40 Segovia;Hombres;2004;76.724
40 Segovia;Hombres;2003;75.656
40 Segovia;Hombres;2002;74.815
40 Segovia;Hombres;2001;73.555
40 Segovia;Hombres;2000;73.300
40 Segovia;Hombres;1999;73.506
40 Segovia;Hombres;1998;73.410
40 Segovia;Hombres;1997;""
40 Segovia;Hombres;1996;73.883
40 Segovia;Mujeres;2021;76.592
40 Segovia;Mujeres;2020;76.445
40 Segovia;Mujeres;2019;76.316
40 Segovia;Mujeres;2018;76.363
40 Segovia;Mujeres;2017;76.741
40 Segovia;Mujeres;2016;77.381
40 Segovia;Mujeres;2015;78.215
40 Segovia;Mujeres;2014;78.987
40 Segovia;Mujeres;2013;80.104
40 Segovia;Mujeres;2012;81.006
40 Segovia;Mujeres;2011;81.202
40 Segovia;Mujeres;2010;81.234
40 Segovia;Mujeres;2009;81.218
40 Segovia;Mujeres;2008;80.647
40 Segovia;Mujeres;2007;78.830
40 Segovia;Mujeres;2006;77.616
40 Segovia;Mujeres;2005;77.209
40 Segovia;Mujeres;2004;75.916
40 Segovia;Mujeres;2003;75.045
40 Segovia;Mujeres;2002;74.471
40 Segovia;Mujeres;2001;73.473
40 Segovia;Mujeres;2000;73.313
40 Segovia;Mujeres;1999;73.479
40 Segovia;Mujeres;1998;73.345
40 Segovia;Mujeres;1997;""
40 Segovia;Mujeres;1996;73.887
41 Sevilla;Total;2021;1.947.852
41 Sevilla;Total;2020;1.950.219
41 Sevilla;Total;2019;1.942.389
41 Sevilla;Total;2018;1.939.887
41 Sevilla;Total;2017;1.939.527
41 Sevilla;Total;2016;1.939.775
41 Sevilla;Total;2015;1.941.480
41 Sevilla;Total;2014;1.941.355
41 Sevilla;Total;2013;1.942.155
41 Sevilla;Total;2012;1.938.974
41 Sevilla;Total;2011;1.928.962
41 Sevilla;Total;2010;1.917.097
41 Sevilla;Total;2009;1.900.224
41 Sevilla;Total;2008;1.875.462
41 Sevilla;Total;2007;1.849.268
41 Sevilla;Total;2006;1.835.077
41 Sevilla;Total;2005;1.813.908
41 Sevilla;Total;2004;1.792.420
41 Sevilla;Total;2003;1.782.862
41 Sevilla;Total;2002;1.758.720
41 Sevilla;Total;2001;1.747.441
41 Sevilla;Total;2000;1.734.917
41 Sevilla;Total;1999;1.725.482
41 Sevilla;Total;1998;1.714.845
41 Sevilla;Total;1997;""
41 Sevilla;Total;1996;1.705.320
41 Sevilla;Hombres;2021;951.083
41 Sevilla;Hombres;2020;952.695
41 Sevilla;Hombres;2019;949.212
41 Sevilla;Hombres;2018;948.699
41 Sevilla;Hombres;2017;948.817
41 Sevilla;Hombres;2016;949.432
41 Sevilla;Hombres;2015;950.587
41 Sevilla;Hombres;2014;950.883
41 Sevilla;Hombres;2013;951.597
41 Sevilla;Hombres;2012;950.413
41 Sevilla;Hombres;2011;945.766
41 Sevilla;Hombres;2010;940.416
41 Sevilla;Hombres;2009;932.941
41 Sevilla;Hombres;2008;921.256
41 Sevilla;Hombres;2007;907.853
41 Sevilla;Hombres;2006;900.967
41 Sevilla;Hombres;2005;890.627
41 Sevilla;Hombres;2004;880.133
41 Sevilla;Hombres;2003;875.013
41 Sevilla;Hombres;2002;862.811
41 Sevilla;Hombres;2001;856.878
41 Sevilla;Hombres;2000;850.274
41 Sevilla;Hombres;1999;846.224
41 Sevilla;Hombres;1998;840.910
41 Sevilla;Hombres;1997;""
41 Sevilla;Hombres;1996;836.478
41 Sevilla;Mujeres;2021;996.769
41 Sevilla;Mujeres;2020;997.524
41 Sevilla;Mujeres;2019;993.177
41 Sevilla;Mujeres;2018;991.188
41 Sevilla;Mujeres;2017;990.710
41 Sevilla;Mujeres;2016;990.343
41 Sevilla;Mujeres;2015;990.893
41 Sevilla;Mujeres;2014;990.472
41 Sevilla;Mujeres;2013;990.558
41 Sevilla;Mujeres;2012;988.561
41 Sevilla;Mujeres;2011;983.196
41 Sevilla;Mujeres;2010;976.681
41 Sevilla;Mujeres;2009;967.283
41 Sevilla;Mujeres;2008;954.206
41 Sevilla;Mujeres;2007;941.415
41 Sevilla;Mujeres;2006;934.110
41 Sevilla;Mujeres;2005;923.281
41 Sevilla;Mujeres;2004;912.287
41 Sevilla;Mujeres;2003;907.849
41 Sevilla;Mujeres;2002;895.909
41 Sevilla;Mujeres;2001;890.563
41 Sevilla;Mujeres;2000;884.643
41 Sevilla;Mujeres;1999;879.258
41 Sevilla;Mujeres;1998;873.935
41 Sevilla;Mujeres;1997;""
41 Sevilla;Mujeres;1996;868.842
42 Soria;Total;2021;88.747
42 Soria;Total;2020;88.884
42 Soria;Total;2019;88.636
42 Soria;Total;2018;88.600
42 Soria;Total;2017;88.903
42 Soria;Total;2016;90.040
42 Soria;Total;2015;91.006
42 Soria;Total;2014;92.221
42 Soria;Total;2013;93.291
42 Soria;Total;2012;94.522
42 Soria;Total;2011;95.223
42 Soria;Total;2010;95.258
42 Soria;Total;2009;95.101
42 Soria;Total;2008;94.646
42 Soria;Total;2007;93.593
42 Soria;Total;2006;93.503
42 Soria;Total;2005;92.773
42 Soria;Total;2004;91.652
42 Soria;Total;2003;90.954
42 Soria;Total;2002;91.487
42 Soria;Total;2001;91.314
42 Soria;Total;2000;90.911
42 Soria;Total;1999;91.252
42 Soria;Total;1998;91.593
42 Soria;Total;1997;""
42 Soria;Total;1996;92.848
42 Soria;Hombres;2021;44.920
42 Soria;Hombres;2020;44.927
42 Soria;Hombres;2019;44.814
42 Soria;Hombres;2018;44.800
42 Soria;Hombres;2017;44.986
42 Soria;Hombres;2016;45.595
42 Soria;Hombres;2015;46.077
42 Soria;Hombres;2014;46.723
42 Soria;Hombres;2013;47.336
42 Soria;Hombres;2012;47.979
42 Soria;Hombres;2011;48.347
42 Soria;Hombres;2010;48.400
42 Soria;Hombres;2009;48.286
42 Soria;Hombres;2008;47.881
42 Soria;Hombres;2007;47.174
42 Soria;Hombres;2006;47.110
42 Soria;Hombres;2005;46.693
42 Soria;Hombres;2004;46.048
42 Soria;Hombres;2003;45.651
42 Soria;Hombres;2002;45.860
42 Soria;Hombres;2001;45.649
42 Soria;Hombres;2000;45.398
42 Soria;Hombres;1999;45.587
42 Soria;Hombres;1998;45.690
42 Soria;Hombres;1997;""
42 Soria;Hombres;1996;46.321
42 Soria;Mujeres;2021;43.827
42 Soria;Mujeres;2020;43.957
42 Soria;Mujeres;2019;43.822
42 Soria;Mujeres;2018;43.800
42 Soria;Mujeres;2017;43.917
42 Soria;Mujeres;2016;44.445
42 Soria;Mujeres;2015;44.929
42 Soria;Mujeres;2014;45.498
42 Soria;Mujeres;2013;45.955
42 Soria;Mujeres;2012;46.543
42 Soria;Mujeres;2011;46.876
42 Soria;Mujeres;2010;46.858
42 Soria;Mujeres;2009;46.815
42 Soria;Mujeres;2008;46.765
42 Soria;Mujeres;2007;46.419
42 Soria;Mujeres;2006;46.393
42 Soria;Mujeres;2005;46.080
42 Soria;Mujeres;2004;45.604
42 Soria;Mujeres;2003;45.303
42 Soria;Mujeres;2002;45.627
42 Soria;Mujeres;2001;45.665
42 Soria;Mujeres;2000;45.513
42 Soria;Mujeres;1999;45.665
42 Soria;Mujeres;1998;45.903
42 Soria;Mujeres;1997;""
42 Soria;Mujeres;1996;46.527
43 Tarragona;Total;2021;822.309
43 Tarragona;Total;2020;816.772
43 Tarragona;Total;2019;804.664
43 Tarragona;Total;2018;795.902
43 Tarragona;Total;2017;791.693
43 Tarragona;Total;2016;792.299
43 Tarragona;Total;2015;795.101
43 Tarragona;Total;2014;800.962
43 Tarragona;Total;2013;810.178
43 Tarragona;Total;2012;814.199
43 Tarragona;Total;2011;811.401
43 Tarragona;Total;2010;808.420
43 Tarragona;Total;2009;803.301
43 Tarragona;Total;2008;788.895
43 Tarragona;Total;2007;757.795
43 Tarragona;Total;2006;730.466
43 Tarragona;Total;2005;704.907
43 Tarragona;Total;2004;674.144
43 Tarragona;Total;2003;654.149
43 Tarragona;Total;2002;631.156
43 Tarragona;Total;2001;612.086
43 Tarragona;Total;2000;598.533
43 Tarragona;Total;1999;588.499
43 Tarragona;Total;1998;580.245
43 Tarragona;Total;1997;""
43 Tarragona;Total;1996;574.676
43 Tarragona;Hombres;2021;410.656
43 Tarragona;Hombres;2020;408.142
43 Tarragona;Hombres;2019;401.258
43 Tarragona;Hombres;2018;396.661
43 Tarragona;Hombres;2017;394.905
43 Tarragona;Hombres;2016;395.737
43 Tarragona;Hombres;2015;397.730
43 Tarragona;Hombres;2014;401.634
43 Tarragona;Hombres;2013;407.451
43 Tarragona;Hombres;2012;410.461
43 Tarragona;Hombres;2011;409.732
43 Tarragona;Hombres;2010;409.041
43 Tarragona;Hombres;2009;407.904
43 Tarragona;Hombres;2008;402.024
43 Tarragona;Hombres;2007;385.081
43 Tarragona;Hombres;2006;370.676
43 Tarragona;Hombres;2005;356.897
43 Tarragona;Hombres;2004;339.607
43 Tarragona;Hombres;2003;328.991
43 Tarragona;Hombres;2002;316.447
43 Tarragona;Hombres;2001;305.689
43 Tarragona;Hombres;2000;297.745
43 Tarragona;Hombres;1999;292.693
43 Tarragona;Hombres;1998;288.339
43 Tarragona;Hombres;1997;""
43 Tarragona;Hombres;1996;284.930
43 Tarragona;Mujeres;2021;411.653
43 Tarragona;Mujeres;2020;408.630
43 Tarragona;Mujeres;2019;403.406
43 Tarragona;Mujeres;2018;399.241
43 Tarragona;Mujeres;2017;396.788
43 Tarragona;Mujeres;2016;396.562
43 Tarragona;Mujeres;2015;397.371
43 Tarragona;Mujeres;2014;399.328
43 Tarragona;Mujeres;2013;402.727
43 Tarragona;Mujeres;2012;403.738
43 Tarragona;Mujeres;2011;401.669
43 Tarragona;Mujeres;2010;399.379
43 Tarragona;Mujeres;2009;395.397
43 Tarragona;Mujeres;2008;386.871
43 Tarragona;Mujeres;2007;372.714
43 Tarragona;Mujeres;2006;359.790
43 Tarragona;Mujeres;2005;348.010
43 Tarragona;Mujeres;2004;334.537
43 Tarragona;Mujeres;2003;325.158
43 Tarragona;Mujeres;2002;314.709
43 Tarragona;Mujeres;2001;306.397
43 Tarragona;Mujeres;2000;300.788
43 Tarragona;Mujeres;1999;295.806
43 Tarragona;Mujeres;1998;291.906
43 Tarragona;Mujeres;1997;""
43 Tarragona;Mujeres;1996;289.746
44 Teruel;Total;2021;134.545
44 Teruel;Total;2020;134.176
44 Teruel;Total;2019;134.137
44 Teruel;Total;2018;134.572
44 Teruel;Total;2017;135.562
44 Teruel;Total;2016;136.977
44 Teruel;Total;2015;138.932
44 Teruel;Total;2014;140.365
44 Teruel;Total;2013;142.183
44 Teruel;Total;2012;143.728
44 Teruel;Total;2011;144.607
