fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;39.740;19.128;20.612
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;24.295;11.672;12.623
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;43.614;21.552;22.062
1 de enero de 2018;28079;Madrid;19; Vicálvaro;191;CascoHistóricodeVicálvaro;34.200;16.585;17.615
1 de enero de 2018;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17.637;8.434;9.203
1 de enero de 2018;28079;Madrid;19; Vicálvaro;193;Valderrivas;18.180;8.952;9.228
1 de enero de 2018;28079;Madrid;19; Vicálvaro;194;ElCañaveral;945;490;455
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;201;Simancas;27.242;12.851;14.391
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;202;Hellín;8.941;4.093;4.848
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;203;Amposta;8.346;3.851;4.495
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;204;Arcos;23.939;11.203;12.736
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;205;Rosas;31.560;15.197;16.363
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;206;Rejas;16.315;8.008;8.307
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;28.519;13.371;15.148
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;208;ElSalvador;11.287;5.348;5.939
1 de enero de 2018;28079;Madrid;21; Barajas;211;AlamedadeOsuna;19.446;9.356;10.090
1 de enero de 2018;28079;Madrid;21; Barajas;212;Aeropuerto;1.794;922;872
1 de enero de 2018;28079;Madrid;21; Barajas;213;CascoHistóricodeBarajas;7.336;3.550;3.786
1 de enero de 2018;28079;Madrid;21; Barajas;214;Timón;11.750;5.651;6.099
1 de enero de 2018;28079;Madrid;21; Barajas;215;Corralejos;7.510;3.657;3.853
1 de enero de 2018;28079;Madrid;Todos;Todos;Todos;Todos;3.221.824;1.500.340;1.721.484
