Provincias;Sexo;Nacionalidad;Año;Total
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2006;31.869
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2005;27.720
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2004;21.409
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2003;19.904
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2002;15.438
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2001;11.834
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;2000;10.350
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;1999;8.927
11 Cádiz;Ambos sexos;TOTAL EXTRANJEROS;1998;7.381
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2022;26.065
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2021;25.168
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2020;24.607
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2019;22.497
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2018;21.197
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2017;20.438
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2016;20.661
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2015;20.861
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2014;21.470
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2013;23.468
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2012;26.386
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2011;25.432
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2010;24.210
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2009;23.276
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2008;21.860
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2007;18.747
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2006;16.224
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2005;14.372
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2004;11.143
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2003;10.476
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2002;8.132
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2001;6.266
11 Cádiz;Hombres;TOTAL EXTRANJEROS;2000;5.446
11 Cádiz;Hombres;TOTAL EXTRANJEROS;1999;4.661
11 Cádiz;Hombres;TOTAL EXTRANJEROS;1998;3.841
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2022;26.160
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2021;25.441
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2020;24.863
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2019;22.828
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2018;21.355
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2017;20.500
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2016;20.638
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2015;20.921
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2014;21.424
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2013;23.152
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2012;25.514
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2011;24.942
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2010;23.557
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2009;22.411
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2008;20.944
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2007;18.141
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2006;15.645
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2005;13.348
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2004;10.266
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2003;9.428
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2002;7.306
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2001;5.568
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;2000;4.904
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;1999;4.266
11 Cádiz;Mujeres;TOTAL EXTRANJEROS;1998;3.540
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2022;37.203
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2021;36.167
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2020;35.896
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2019;32.783
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2018;30.658
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2017;29.457
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2016;30.451
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2015;31.708
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2014;34.762
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2013;38.530
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2012;39.313
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2011;38.994
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2010;39.201
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2009;38.096
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2008;33.242
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2007;26.795
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2006;23.834
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2005;20.547
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2004;16.364
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2003;13.677
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2002;10.334
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2001;6.833
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;2000;4.273
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;1999;3.463
39 Cantabria;Ambos sexos;TOTAL EXTRANJEROS;1998;3.147
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2022;17.811
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2021;17.221
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2020;17.102
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2019;15.711
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2018;14.706
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2017;14.176
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2016;14.804
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2015;15.622
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2014;17.274
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2013;19.199
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2012;19.746
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2011;19.746
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2010;20.051
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2009;19.642
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2008;16.973
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2007;13.248
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2006;11.826
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2005;10.078
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2004;7.900
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2003;6.605
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2002;4.924
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2001;3.176
39 Cantabria;Hombres;TOTAL EXTRANJEROS;2000;1.973
39 Cantabria;Hombres;TOTAL EXTRANJEROS;1999;1.608
39 Cantabria;Hombres;TOTAL EXTRANJEROS;1998;1.481
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2022;19.392
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2021;18.946
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2020;18.794
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2019;17.072
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2018;15.952
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2017;15.281
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2016;15.647
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2015;16.086
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2014;17.488
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2013;19.331
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2012;19.567
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2011;19.248
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2010;19.150
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2009;18.454
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2008;16.269
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2007;13.547
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2006;12.008
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2005;10.469
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2004;8.464
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2003;7.072
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2002;5.410
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2001;3.657
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;2000;2.299
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;1999;1.855
39 Cantabria;Mujeres;TOTAL EXTRANJEROS;1998;1.666
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2022;90.926
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2021;89.145
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2020;88.992
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2019;84.111
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2018;81.343
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2017;79.636
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2016;83.681
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2015;87.112
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2014;93.534
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2013;108.443
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2012;111.598
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2011;111.402
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2010;112.265
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2009;111.221
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2008;106.125
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2007;88.221
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2006;77.841
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2005;65.638
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2004;52.247
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2003;43.789
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2002;30.818
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2001;17.978
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;2000;10.326
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;1999;7.966
12 Castellón/Castelló;Ambos sexos;TOTAL EXTRANJEROS;1998;6.842
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2022;45.082
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2021;44.197
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2020;44.176
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2019;41.833
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2018;40.387
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2017;39.564
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2016;42.031
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2015;44.193
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2014;47.919
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2013;56.447
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2012;58.359
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2011;58.395
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2010;59.495
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2009;59.789
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2008;57.311
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2007;47.574
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2006;42.433
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2005;35.868
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2004;28.655
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2003;24.400
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2002;17.533
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2001;10.025
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;2000;5.671
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;1999;4.355
12 Castellón/Castelló;Hombres;TOTAL EXTRANJEROS;1998;3.739
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2022;45.844
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2021;44.948
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2020;44.816
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2019;42.278
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2018;40.956
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2017;40.072
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2016;41.650
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2015;42.919
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2014;45.615
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2013;51.996
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2012;53.239
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2011;53.007
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2010;52.770
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2009;51.432
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2008;48.814
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2007;40.647
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2006;35.408
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2005;29.770
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2004;23.592
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2003;19.389
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2002;13.285
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2001;7.953
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;2000;4.655
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;1999;3.611
12 Castellón/Castelló;Mujeres;TOTAL EXTRANJEROS;1998;3.103
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2022;31.604
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2021;31.195
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2020;31.023
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2019;28.847
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2018;28.874
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2017;28.727
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2016;31.078
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2015;34.437
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2014;38.323
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2013;43.181
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2012;46.194
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2011;45.575
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2010;46.001
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2009;44.858
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2008;41.396
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2007;30.948
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2006;27.888
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2005;22.532
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2004;16.945
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2003;12.742
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2002;8.128
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2001;4.054
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;2000;1.715
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;1999;1.279
13 Ciudad Real;Ambos sexos;TOTAL EXTRANJEROS;1998;1.168
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2022;16.155
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2021;15.937
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2020;15.827
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2019;14.550
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2018;14.610
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2017;14.649
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2016;16.089
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2015;18.148
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2014;20.465
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2013;23.188
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2012;25.234
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2011;25.098
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2010;25.788
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2009;25.427
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2008;23.642
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2007;17.373
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2006;15.819
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2005;13.020
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2004;9.868
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2003;7.415
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2002;4.744
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2001;2.266
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;2000;900
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;1999;670
13 Ciudad Real;Hombres;TOTAL EXTRANJEROS;1998;621
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2022;15.449
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2021;15.258
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2020;15.196
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2019;14.297
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2018;14.264
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2017;14.078
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2016;14.989
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2015;16.289
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2014;17.858
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2013;19.993
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2012;20.960
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2011;20.477
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2010;20.213
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2009;19.431
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2008;17.754
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2007;13.575
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2006;12.069
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2005;9.512
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2004;7.077
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2003;5.327
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2002;3.384
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2001;1.788
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;2000;815
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;1999;609
13 Ciudad Real;Mujeres;TOTAL EXTRANJEROS;1998;547
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2022;21.573
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2021;21.845
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2020;22.512
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2019;21.103
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2018;20.601
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2017;19.943
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2016;20.388
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2015;21.301
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2014;23.476
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2013;25.497
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2012;25.817
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2011;25.894
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2010;25.259
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2009;24.801
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2008;21.937
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2007;17.087
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2006;15.397
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2005;13.856
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2004;10.303
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2003;8.445
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2002;5.290
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2001;3.313
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;2000;2.431
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;1999;1.977
14 Córdoba;Ambos sexos;TOTAL EXTRANJEROS;1998;1.665
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2022;10.101
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2021;10.233
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2020;10.617
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2019;10.165
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2018;10.060
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2017;9.882
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2016;10.104
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2015;10.752
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2014;11.866
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2013;12.953
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2012;13.284
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2011;13.233
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2010;12.926
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2009;12.967
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2008;11.557
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2007;9.044
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2006;8.150
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2005;7.239
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2004;5.288
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2003;4.259
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2002;2.626
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2001;1.572
14 Córdoba;Hombres;TOTAL EXTRANJEROS;2000;1.199
14 Córdoba;Hombres;TOTAL EXTRANJEROS;1999;992
14 Córdoba;Hombres;TOTAL EXTRANJEROS;1998;819
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2022;11.472
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2021;11.612
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2020;11.895
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2019;10.938
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2018;10.541
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2017;10.061
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2016;10.284
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2015;10.549
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2014;11.610
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2013;12.544
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2012;12.533
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2011;12.661
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2010;12.333
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2009;11.834
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2008;10.380
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2007;8.043
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2006;7.247
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2005;6.617
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2004;5.015
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2003;4.186
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2002;2.664
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2001;1.741
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;2000;1.232
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;1999;985
14 Córdoba;Mujeres;TOTAL EXTRANJEROS;1998;846
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2022;46.548
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2021;43.946
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2020;43.052
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2019;38.107
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2018;34.483
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2017;31.657
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2016;31.690
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2015;32.480
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2014;35.259
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2013;39.373
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2012;39.861
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2011;39.302
15 Coruña, A;Ambos sexos;TOTAL EXTRANJEROS;2010;38.989
