Provincias;Sexo;Nacionalidad;Año;Total
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2019;7.128
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2018;6.564
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2017;6.144
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2016;6.270
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2015;6.539
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2014;6.959
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2013;7.943
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2012;8.768
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2011;8.706
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2010;8.664
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2009;8.467
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2008;7.560
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2007;6.271
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2006;6.446
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2005;5.713
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2004;4.606
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2003;3.678
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2002;2.587
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2001;1.972
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;2000;1.268
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;1999;1.069
37 Salamanca;Mujeres;TOTAL EXTRANJEROS;1998;1.041
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2022;145.661
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2021;143.928
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2020;145.821
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2019;138.474
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2018;128.713
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2017;121.042
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2016;122.597
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2015;121.809
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2014;127.226
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2013;146.445
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2012;152.974
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2011;150.614
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2010;153.327
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2009;149.910
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2008;141.090
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2007;126.837
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2006;119.665
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2005;113.467
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2004;94.701
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2003;90.123
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2002;73.654
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2001;55.551
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;2000;39.588
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;1999;32.095
38 Santa Cruz de Tenerife;Ambos sexos;TOTAL EXTRANJEROS;1998;29.691
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2022;71.360
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2021;70.399
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2020;71.433
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2019;68.226
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2018;63.809
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2017;60.224
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2016;60.915
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2015;60.698
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2014;63.563
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2013;73.372
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2012;76.620
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2011;75.540
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2010;77.215
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2009;75.639
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2008;71.419
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2007;64.156
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2006;61.195
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2005;58.155
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2004;48.355
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2003;45.999
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2002;37.348
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2001;27.800
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;2000;19.372
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;1999;15.587
38 Santa Cruz de Tenerife;Hombres;TOTAL EXTRANJEROS;1998;14.460
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2022;74.301
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2021;73.529
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2020;74.388
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2019;70.248
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2018;64.904
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2017;60.818
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2016;61.682
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2015;61.111
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2014;63.663
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2013;73.073
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2012;76.354
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2011;75.074
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2010;76.112
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2009;74.271
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2008;69.671
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2007;62.681
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2006;58.470
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2005;55.312
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2004;46.346
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2003;44.124
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2002;36.306
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2001;27.751
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;2000;20.217
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;1999;16.507
38 Santa Cruz de Tenerife;Mujeres;TOTAL EXTRANJEROS;1998;15.231
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2022;18.218
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2021;18.022
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2020;17.965
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2019;16.864
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2018;16.140
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2017;16.016
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2016;16.774
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2015;17.625
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2014;18.948
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2013;20.797
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2012;21.730
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2011;21.206
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2010;21.074
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2009;21.512
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2008;20.451
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2007;15.729
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2006;12.810
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2005;11.933
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2004;9.370
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2003;7.470
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2002;5.335
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2001;2.480
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;2000;1.492
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;1999;1.150
40 Segovia;Ambos sexos;TOTAL EXTRANJEROS;1998;1.042
40 Segovia;Hombres;TOTAL EXTRANJEROS;2022;8.908
40 Segovia;Hombres;TOTAL EXTRANJEROS;2021;8.796
40 Segovia;Hombres;TOTAL EXTRANJEROS;2020;8.828
40 Segovia;Hombres;TOTAL EXTRANJEROS;2019;8.250
40 Segovia;Hombres;TOTAL EXTRANJEROS;2018;7.909
40 Segovia;Hombres;TOTAL EXTRANJEROS;2017;7.927
40 Segovia;Hombres;TOTAL EXTRANJEROS;2016;8.392
40 Segovia;Hombres;TOTAL EXTRANJEROS;2015;8.904
40 Segovia;Hombres;TOTAL EXTRANJEROS;2014;9.693
40 Segovia;Hombres;TOTAL EXTRANJEROS;2013;10.718
40 Segovia;Hombres;TOTAL EXTRANJEROS;2012;11.288
40 Segovia;Hombres;TOTAL EXTRANJEROS;2011;11.088
40 Segovia;Hombres;TOTAL EXTRANJEROS;2010;11.144
40 Segovia;Hombres;TOTAL EXTRANJEROS;2009;11.718
40 Segovia;Hombres;TOTAL EXTRANJEROS;2008;11.206
40 Segovia;Hombres;TOTAL EXTRANJEROS;2007;8.457
40 Segovia;Hombres;TOTAL EXTRANJEROS;2006;6.856
40 Segovia;Hombres;TOTAL EXTRANJEROS;2005;6.359
40 Segovia;Hombres;TOTAL EXTRANJEROS;2004;4.945
40 Segovia;Hombres;TOTAL EXTRANJEROS;2003;3.938
40 Segovia;Hombres;TOTAL EXTRANJEROS;2002;2.808
40 Segovia;Hombres;TOTAL EXTRANJEROS;2001;1.249
40 Segovia;Hombres;TOTAL EXTRANJEROS;2000;735
40 Segovia;Hombres;TOTAL EXTRANJEROS;1999;565
40 Segovia;Hombres;TOTAL EXTRANJEROS;1998;512
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2022;9.310
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2021;9.226
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2020;9.137
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2019;8.614
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2018;8.231
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2017;8.089
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2016;8.382
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2015;8.721
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2014;9.255
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2013;10.079
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2012;10.442
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2011;10.118
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2010;9.930
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2009;9.794
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2008;9.245
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2007;7.272
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2006;5.954
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2005;5.574
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2004;4.425
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2003;3.532
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2002;2.527
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2001;1.231
40 Segovia;Mujeres;TOTAL EXTRANJEROS;2000;758
40 Segovia;Mujeres;TOTAL EXTRANJEROS;1999;585
40 Segovia;Mujeres;TOTAL EXTRANJEROS;1998;530
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2022;80.150
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2021;77.526
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2020;76.287
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2019;68.887
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2018;65.294
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2017;62.796
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2016;64.772
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2015;68.504
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2014;74.625
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2013;81.854
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2012;82.296
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2011;79.658
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2010;77.090
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2009;71.993
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2008;62.319
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2007;49.860
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2006;46.346
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2005;37.469
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2004;29.166
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2003;25.740
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2002;18.265
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2001;13.295
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;2000;9.197
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;1999;7.595
41 Sevilla;Ambos sexos;TOTAL EXTRANJEROS;1998;7.014
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2022;37.687
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2021;36.101
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2020;35.577
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2019;32.195
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2018;30.729
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2017;29.813
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2016;31.022
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2015;33.066
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2014;35.977
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2013;39.400
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2012;39.888
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2011;38.570
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2010;37.649
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2009;35.678
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2008;30.824
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2007;24.265
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2006;22.591
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2005;18.276
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2004;14.268
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2003;12.739
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2002;9.201
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2001;6.779
41 Sevilla;Hombres;TOTAL EXTRANJEROS;2000;4.643
41 Sevilla;Hombres;TOTAL EXTRANJEROS;1999;3.843
41 Sevilla;Hombres;TOTAL EXTRANJEROS;1998;3.551
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2022;42.463
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2021;41.425
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2020;40.710
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2019;36.692
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2018;34.565
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2017;32.983
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2016;33.750
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2015;35.438
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2014;38.648
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2013;42.454
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2012;42.408
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2011;41.088
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2010;39.441
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2009;36.315
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2008;31.495
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2007;25.595
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2006;23.755
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2005;19.193
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2004;14.898
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2003;13.001
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2002;9.064
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2001;6.516
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;2000;4.554
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;1999;3.753
41 Sevilla;Mujeres;TOTAL EXTRANJEROS;1998;3.463
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2022;8.798
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2021;8.757
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2020;8.271
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2019;7.438
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2018;6.973
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2017;6.754
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2016;7.196
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2015;7.424
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2014;8.337
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2013;9.277
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2012;9.904
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2011;10.137
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2010;9.870
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2009;9.483
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2008;8.420
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2007;6.855
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2006;6.233
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2005;5.370
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2004;4.209
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2003;3.375
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2002;2.329
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2001;1.394
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;2000;619
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;1999;312
42 Soria;Ambos sexos;TOTAL EXTRANJEROS;1998;321
42 Soria;Hombres;TOTAL EXTRANJEROS;2022;4.600
42 Soria;Hombres;TOTAL EXTRANJEROS;2021;4.569
42 Soria;Hombres;TOTAL EXTRANJEROS;2020;4.270
42 Soria;Hombres;TOTAL EXTRANJEROS;2019;3.897
42 Soria;Hombres;TOTAL EXTRANJEROS;2018;3.657
42 Soria;Hombres;TOTAL EXTRANJEROS;2017;3.586
42 Soria;Hombres;TOTAL EXTRANJEROS;2016;3.851
42 Soria;Hombres;TOTAL EXTRANJEROS;2015;3.976
42 Soria;Hombres;TOTAL EXTRANJEROS;2014;4.476
42 Soria;Hombres;TOTAL EXTRANJEROS;2013;4.988
42 Soria;Hombres;TOTAL EXTRANJEROS;2012;5.378
42 Soria;Hombres;TOTAL EXTRANJEROS;2011;5.555
42 Soria;Hombres;TOTAL EXTRANJEROS;2010;5.446
42 Soria;Hombres;TOTAL EXTRANJEROS;2009;5.233
42 Soria;Hombres;TOTAL EXTRANJEROS;2008;4.614
42 Soria;Hombres;TOTAL EXTRANJEROS;2007;3.660
42 Soria;Hombres;TOTAL EXTRANJEROS;2006;3.339
42 Soria;Hombres;TOTAL EXTRANJEROS;2005;2.848
42 Soria;Hombres;TOTAL EXTRANJEROS;2004;2.167
42 Soria;Hombres;TOTAL EXTRANJEROS;2003;1.765
42 Soria;Hombres;TOTAL EXTRANJEROS;2002;1.228
42 Soria;Hombres;TOTAL EXTRANJEROS;2001;711
42 Soria;Hombres;TOTAL EXTRANJEROS;2000;306
42 Soria;Hombres;TOTAL EXTRANJEROS;1999;149
42 Soria;Hombres;TOTAL EXTRANJEROS;1998;151
42 Soria;Mujeres;TOTAL EXTRANJEROS;2022;4.198
42 Soria;Mujeres;TOTAL EXTRANJEROS;2021;4.188
42 Soria;Mujeres;TOTAL EXTRANJEROS;2020;4.001
42 Soria;Mujeres;TOTAL EXTRANJEROS;2019;3.541
42 Soria;Mujeres;TOTAL EXTRANJEROS;2018;3.316
42 Soria;Mujeres;TOTAL EXTRANJEROS;2017;3.168
42 Soria;Mujeres;TOTAL EXTRANJEROS;2016;3.345
42 Soria;Mujeres;TOTAL EXTRANJEROS;2015;3.448
42 Soria;Mujeres;TOTAL EXTRANJEROS;2014;3.861
42 Soria;Mujeres;TOTAL EXTRANJEROS;2013;4.289
42 Soria;Mujeres;TOTAL EXTRANJEROS;2012;4.526
42 Soria;Mujeres;TOTAL EXTRANJEROS;2011;4.582
42 Soria;Mujeres;TOTAL EXTRANJEROS;2010;4.424
42 Soria;Mujeres;TOTAL EXTRANJEROS;2009;4.250
42 Soria;Mujeres;TOTAL EXTRANJEROS;2008;3.806
42 Soria;Mujeres;TOTAL EXTRANJEROS;2007;3.195
42 Soria;Mujeres;TOTAL EXTRANJEROS;2006;2.894
42 Soria;Mujeres;TOTAL EXTRANJEROS;2005;2.522
42 Soria;Mujeres;TOTAL EXTRANJEROS;2004;2.042
42 Soria;Mujeres;TOTAL EXTRANJEROS;2003;1.610
42 Soria;Mujeres;TOTAL EXTRANJEROS;2002;1.101
42 Soria;Mujeres;TOTAL EXTRANJEROS;2001;683
42 Soria;Mujeres;TOTAL EXTRANJEROS;2000;313
42 Soria;Mujeres;TOTAL EXTRANJEROS;1999;163
42 Soria;Mujeres;TOTAL EXTRANJEROS;1998;170
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2022;139.532
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2021;137.485
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2020;136.793
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2019;127.768
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2018;120.944
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2017;117.679
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2016;119.738
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2015;124.034
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2014;132.193
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2013;144.312
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2012;149.587
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2011;148.704
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2010;150.314
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2009;149.210
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2008;139.972
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2007;116.501
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2006;99.103
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2005;84.088
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2004;63.107
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2003;50.892
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2002;35.349
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2001;23.731
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;2000;15.831
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;1999;12.051
43 Tarragona;Ambos sexos;TOTAL EXTRANJEROS;1998;10.496
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2022;71.949
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2021;71.136
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2020;70.922
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2019;65.646
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2018;61.894
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2017;60.584
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2016;62.030
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2015;64.865
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2014;69.855
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2013;77.022
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2012;80.451
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2011;80.562
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2010;81.929
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2009;82.708
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2008;78.795
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2007;65.554
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2006;56.279
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2005;48.025
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2004;35.887
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2003;29.322
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2002;20.537
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2001;13.610
43 Tarragona;Hombres;TOTAL EXTRANJEROS;2000;8.705
43 Tarragona;Hombres;TOTAL EXTRANJEROS;1999;6.622
43 Tarragona;Hombres;TOTAL EXTRANJEROS;1998;5.830
43 Tarragona;Mujeres;TOTAL EXTRANJEROS;2022;67.583
43 Tarragona;Mujeres;TOTAL EXTRANJEROS;2021;66.349
43 Tarragona;Mujeres;TOTAL EXTRANJEROS;2020;65.871
