Nacionalidad;Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Año;Total
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2022;1.990
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2021;1.879
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2020;1.818
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2019;1.457
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2018;1.156
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;16 País Vasco;2022;8.500
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;16 País Vasco;2021;8.428
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;16 País Vasco;2020;7.990
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;16 País Vasco;2019;6.237
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;16 País Vasco;2018;4.728
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;17 Rioja, La;2022;409
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;17 Rioja, La;2021;427
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;17 Rioja, La;2020;406
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;17 Rioja, La;2019;288
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;17 Rioja, La;2018;266
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;18 Ceuta;2022;5
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;18 Ceuta;2021;3
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;18 Ceuta;2020;6
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;18 Ceuta;2019;7
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;18 Ceuta;2018;7
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;19 Melilla;2022;18
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;19 Melilla;2021;19
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;19 Melilla;2020;14
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;19 Melilla;2019;11
AMÉRICA CENTRAL Y CARIBE;Hombres;Total Nacional;19 Melilla;2018;14
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;01 Andalucía;2022;20.034
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;01 Andalucía;2021;19.386
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;01 Andalucía;2020;17.856
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;01 Andalucía;2019;13.360
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;01 Andalucía;2018;10.730
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;02 Aragón;2022;10.949
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;02 Aragón;2021;11.080
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;02 Aragón;2020;11.157
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;02 Aragón;2019;9.361
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;02 Aragón;2018;7.638
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;03 Asturias, Principado de;2022;2.640
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;03 Asturias, Principado de;2021;2.593
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;03 Asturias, Principado de;2020;2.480
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;03 Asturias, Principado de;2019;2.074
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;03 Asturias, Principado de;2018;1.878
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;04 Balears, Illes;2022;3.728
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;04 Balears, Illes;2021;3.949
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;04 Balears, Illes;2020;3.993
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;04 Balears, Illes;2019;3.458
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;04 Balears, Illes;2018;2.995
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;05 Canarias;2022;9.432
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;05 Canarias;2021;9.644
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;05 Canarias;2020;10.319
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;05 Canarias;2019;9.120
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;05 Canarias;2018;7.842
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;06 Cantabria;2022;1.567
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;06 Cantabria;2021;1.540
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;06 Cantabria;2020;1.553
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;06 Cantabria;2019;1.366
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;06 Cantabria;2018;1.208
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;07 Castilla y León;2022;7.033
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;07 Castilla y León;2021;7.025
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;07 Castilla y León;2020;6.823
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;07 Castilla y León;2019;5.786
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;07 Castilla y León;2018;4.966
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;08 Castilla - La Mancha;2022;5.823
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;08 Castilla - La Mancha;2021;5.713
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;08 Castilla - La Mancha;2020;5.499
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;08 Castilla - La Mancha;2019;4.358
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;08 Castilla - La Mancha;2018;3.530
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;09 Cataluña;2022;57.404
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;09 Cataluña;2021;57.440
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;09 Cataluña;2020;57.861
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;09 Cataluña;2019;50.652
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;09 Cataluña;2018;44.179
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;10 Comunitat Valenciana;2022;16.531
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;10 Comunitat Valenciana;2021;15.613
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;10 Comunitat Valenciana;2020;15.028
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;10 Comunitat Valenciana;2019;12.133
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;10 Comunitat Valenciana;2018;9.907
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;11 Extremadura;2022;2.424
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;11 Extremadura;2021;2.304
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;11 Extremadura;2020;2.115
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;11 Extremadura;2019;1.662
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;11 Extremadura;2018;1.300
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;12 Galicia;2022;5.382
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;12 Galicia;2021;5.271
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;12 Galicia;2020;5.159
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;12 Galicia;2019;4.523
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;12 Galicia;2018;3.997
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2022;57.284
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2021;58.314
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2020;57.412
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2019;49.211
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2018;42.179
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;14 Murcia, Región de;2022;6.327
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;14 Murcia, Región de;2021;6.136
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;14 Murcia, Región de;2020;5.597
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;14 Murcia, Región de;2019;4.229
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;14 Murcia, Región de;2018;3.124
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2022;3.426
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2021;3.370
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2020;3.275
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2019;2.766
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2018;2.252
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;16 País Vasco;2022;17.132
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;16 País Vasco;2021;17.515
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;16 País Vasco;2020;17.242
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;16 País Vasco;2019;14.551
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;16 País Vasco;2018;12.218
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;17 Rioja, La;2022;920
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;17 Rioja, La;2021;885
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;17 Rioja, La;2020;855
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;17 Rioja, La;2019;631
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;17 Rioja, La;2018;498
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;18 Ceuta;2022;13
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;18 Ceuta;2021;12
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;18 Ceuta;2020;11
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;18 Ceuta;2019;9
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;18 Ceuta;2018;11
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;19 Melilla;2022;20
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;19 Melilla;2021;20
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;19 Melilla;2020;24
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;19 Melilla;2019;28
AMÉRICA CENTRAL Y CARIBE;Mujeres;Total Nacional;19 Melilla;2018;30
AMÉRICA DEL NORTE;Hombres;Total Nacional;01 Andalucía;2022;5.132
AMÉRICA DEL NORTE;Hombres;Total Nacional;01 Andalucía;2021;4.715
AMÉRICA DEL NORTE;Hombres;Total Nacional;01 Andalucía;2020;4.672
AMÉRICA DEL NORTE;Hombres;Total Nacional;01 Andalucía;2019;4.302
AMÉRICA DEL NORTE;Hombres;Total Nacional;01 Andalucía;2018;4.042
AMÉRICA DEL NORTE;Hombres;Total Nacional;02 Aragón;2022;484
AMÉRICA DEL NORTE;Hombres;Total Nacional;02 Aragón;2021;460
AMÉRICA DEL NORTE;Hombres;Total Nacional;02 Aragón;2020;485
AMÉRICA DEL NORTE;Hombres;Total Nacional;02 Aragón;2019;436
AMÉRICA DEL NORTE;Hombres;Total Nacional;02 Aragón;2018;441
AMÉRICA DEL NORTE;Hombres;Total Nacional;03 Asturias, Principado de;2022;470
AMÉRICA DEL NORTE;Hombres;Total Nacional;03 Asturias, Principado de;2021;482
AMÉRICA DEL NORTE;Hombres;Total Nacional;03 Asturias, Principado de;2020;488
AMÉRICA DEL NORTE;Hombres;Total Nacional;03 Asturias, Principado de;2019;437
AMÉRICA DEL NORTE;Hombres;Total Nacional;03 Asturias, Principado de;2018;425
AMÉRICA DEL NORTE;Hombres;Total Nacional;04 Balears, Illes;2022;988
AMÉRICA DEL NORTE;Hombres;Total Nacional;04 Balears, Illes;2021;927
AMÉRICA DEL NORTE;Hombres;Total Nacional;04 Balears, Illes;2020;919
AMÉRICA DEL NORTE;Hombres;Total Nacional;04 Balears, Illes;2019;894
AMÉRICA DEL NORTE;Hombres;Total Nacional;04 Balears, Illes;2018;836
AMÉRICA DEL NORTE;Hombres;Total Nacional;05 Canarias;2022;886
AMÉRICA DEL NORTE;Hombres;Total Nacional;05 Canarias;2021;880
AMÉRICA DEL NORTE;Hombres;Total Nacional;05 Canarias;2020;894
AMÉRICA DEL NORTE;Hombres;Total Nacional;05 Canarias;2019;884
AMÉRICA DEL NORTE;Hombres;Total Nacional;05 Canarias;2018;809
AMÉRICA DEL NORTE;Hombres;Total Nacional;06 Cantabria;2022;315
AMÉRICA DEL NORTE;Hombres;Total Nacional;06 Cantabria;2021;289
AMÉRICA DEL NORTE;Hombres;Total Nacional;06 Cantabria;2020;317
AMÉRICA DEL NORTE;Hombres;Total Nacional;06 Cantabria;2019;298
AMÉRICA DEL NORTE;Hombres;Total Nacional;06 Cantabria;2018;275
AMÉRICA DEL NORTE;Hombres;Total Nacional;07 Castilla y León;2022;758
AMÉRICA DEL NORTE;Hombres;Total Nacional;07 Castilla y León;2021;727
AMÉRICA DEL NORTE;Hombres;Total Nacional;07 Castilla y León;2020;719
AMÉRICA DEL NORTE;Hombres;Total Nacional;07 Castilla y León;2019;621
AMÉRICA DEL NORTE;Hombres;Total Nacional;07 Castilla y León;2018;593
AMÉRICA DEL NORTE;Hombres;Total Nacional;08 Castilla - La Mancha;2022;555
AMÉRICA DEL NORTE;Hombres;Total Nacional;08 Castilla - La Mancha;2021;498
AMÉRICA DEL NORTE;Hombres;Total Nacional;08 Castilla - La Mancha;2020;537
AMÉRICA DEL NORTE;Hombres;Total Nacional;08 Castilla - La Mancha;2019;486
AMÉRICA DEL NORTE;Hombres;Total Nacional;08 Castilla - La Mancha;2018;469
AMÉRICA DEL NORTE;Hombres;Total Nacional;09 Cataluña;2022;8.252
AMÉRICA DEL NORTE;Hombres;Total Nacional;09 Cataluña;2021;7.767
AMÉRICA DEL NORTE;Hombres;Total Nacional;09 Cataluña;2020;8.435
AMÉRICA DEL NORTE;Hombres;Total Nacional;09 Cataluña;2019;7.626
AMÉRICA DEL NORTE;Hombres;Total Nacional;09 Cataluña;2018;7.120
AMÉRICA DEL NORTE;Hombres;Total Nacional;10 Comunitat Valenciana;2022;3.448
AMÉRICA DEL NORTE;Hombres;Total Nacional;10 Comunitat Valenciana;2021;3.029
AMÉRICA DEL NORTE;Hombres;Total Nacional;10 Comunitat Valenciana;2020;3.065
AMÉRICA DEL NORTE;Hombres;Total Nacional;10 Comunitat Valenciana;2019;2.629
AMÉRICA DEL NORTE;Hombres;Total Nacional;10 Comunitat Valenciana;2018;2.266
AMÉRICA DEL NORTE;Hombres;Total Nacional;11 Extremadura;2022;171
AMÉRICA DEL NORTE;Hombres;Total Nacional;11 Extremadura;2021;159
AMÉRICA DEL NORTE;Hombres;Total Nacional;11 Extremadura;2020;184
AMÉRICA DEL NORTE;Hombres;Total Nacional;11 Extremadura;2019;183
AMÉRICA DEL NORTE;Hombres;Total Nacional;11 Extremadura;2018;169
AMÉRICA DEL NORTE;Hombres;Total Nacional;12 Galicia;2022;965
AMÉRICA DEL NORTE;Hombres;Total Nacional;12 Galicia;2021;873
AMÉRICA DEL NORTE;Hombres;Total Nacional;12 Galicia;2020;895
AMÉRICA DEL NORTE;Hombres;Total Nacional;12 Galicia;2019;837
AMÉRICA DEL NORTE;Hombres;Total Nacional;12 Galicia;2018;780
AMÉRICA DEL NORTE;Hombres;Total Nacional;13 Madrid, Comunidad de;2022;8.582
AMÉRICA DEL NORTE;Hombres;Total Nacional;13 Madrid, Comunidad de;2021;8.608
AMÉRICA DEL NORTE;Hombres;Total Nacional;13 Madrid, Comunidad de;2020;8.615
AMÉRICA DEL NORTE;Hombres;Total Nacional;13 Madrid, Comunidad de;2019;7.806
AMÉRICA DEL NORTE;Hombres;Total Nacional;13 Madrid, Comunidad de;2018;7.389
AMÉRICA DEL NORTE;Hombres;Total Nacional;14 Murcia, Región de;2022;395
AMÉRICA DEL NORTE;Hombres;Total Nacional;14 Murcia, Región de;2021;364
AMÉRICA DEL NORTE;Hombres;Total Nacional;14 Murcia, Región de;2020;408
AMÉRICA DEL NORTE;Hombres;Total Nacional;14 Murcia, Región de;2019;404
AMÉRICA DEL NORTE;Hombres;Total Nacional;14 Murcia, Región de;2018;337
AMÉRICA DEL NORTE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2022;366
AMÉRICA DEL NORTE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2021;340
AMÉRICA DEL NORTE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2020;385
AMÉRICA DEL NORTE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2019;379
AMÉRICA DEL NORTE;Hombres;Total Nacional;15 Navarra, Comunidad Foral de;2018;345
AMÉRICA DEL NORTE;Hombres;Total Nacional;16 País Vasco;2022;989
AMÉRICA DEL NORTE;Hombres;Total Nacional;16 País Vasco;2021;961
AMÉRICA DEL NORTE;Hombres;Total Nacional;16 País Vasco;2020;932
AMÉRICA DEL NORTE;Hombres;Total Nacional;16 País Vasco;2019;835
AMÉRICA DEL NORTE;Hombres;Total Nacional;16 País Vasco;2018;772
AMÉRICA DEL NORTE;Hombres;Total Nacional;17 Rioja, La;2022;106
AMÉRICA DEL NORTE;Hombres;Total Nacional;17 Rioja, La;2021;85
AMÉRICA DEL NORTE;Hombres;Total Nacional;17 Rioja, La;2020;84
AMÉRICA DEL NORTE;Hombres;Total Nacional;17 Rioja, La;2019;88
AMÉRICA DEL NORTE;Hombres;Total Nacional;17 Rioja, La;2018;82
AMÉRICA DEL NORTE;Hombres;Total Nacional;18 Ceuta;2022;3
AMÉRICA DEL NORTE;Hombres;Total Nacional;18 Ceuta;2021;3
AMÉRICA DEL NORTE;Hombres;Total Nacional;18 Ceuta;2020;3
AMÉRICA DEL NORTE;Hombres;Total Nacional;18 Ceuta;2019;5
AMÉRICA DEL NORTE;Hombres;Total Nacional;18 Ceuta;2018;4
AMÉRICA DEL NORTE;Hombres;Total Nacional;19 Melilla;2022;21
AMÉRICA DEL NORTE;Hombres;Total Nacional;19 Melilla;2021;21
AMÉRICA DEL NORTE;Hombres;Total Nacional;19 Melilla;2020;20
AMÉRICA DEL NORTE;Hombres;Total Nacional;19 Melilla;2019;16
AMÉRICA DEL NORTE;Hombres;Total Nacional;19 Melilla;2018;10
AMÉRICA DEL NORTE;Mujeres;Total Nacional;01 Andalucía;2022;6.314
AMÉRICA DEL NORTE;Mujeres;Total Nacional;01 Andalucía;2021;5.766
AMÉRICA DEL NORTE;Mujeres;Total Nacional;01 Andalucía;2020;5.662
AMÉRICA DEL NORTE;Mujeres;Total Nacional;01 Andalucía;2019;5.286
AMÉRICA DEL NORTE;Mujeres;Total Nacional;01 Andalucía;2018;4.919
AMÉRICA DEL NORTE;Mujeres;Total Nacional;02 Aragón;2022;547
AMÉRICA DEL NORTE;Mujeres;Total Nacional;02 Aragón;2021;581
AMÉRICA DEL NORTE;Mujeres;Total Nacional;02 Aragón;2020;595
AMÉRICA DEL NORTE;Mujeres;Total Nacional;02 Aragón;2019;541
AMÉRICA DEL NORTE;Mujeres;Total Nacional;02 Aragón;2018;502
AMÉRICA DEL NORTE;Mujeres;Total Nacional;03 Asturias, Principado de;2022;636
AMÉRICA DEL NORTE;Mujeres;Total Nacional;03 Asturias, Principado de;2021;556
AMÉRICA DEL NORTE;Mujeres;Total Nacional;03 Asturias, Principado de;2020;576
AMÉRICA DEL NORTE;Mujeres;Total Nacional;03 Asturias, Principado de;2019;524
AMÉRICA DEL NORTE;Mujeres;Total Nacional;03 Asturias, Principado de;2018;508
AMÉRICA DEL NORTE;Mujeres;Total Nacional;04 Balears, Illes;2022;1.363
AMÉRICA DEL NORTE;Mujeres;Total Nacional;04 Balears, Illes;2021;1.252
AMÉRICA DEL NORTE;Mujeres;Total Nacional;04 Balears, Illes;2020;1.212
AMÉRICA DEL NORTE;Mujeres;Total Nacional;04 Balears, Illes;2019;1.146
AMÉRICA DEL NORTE;Mujeres;Total Nacional;04 Balears, Illes;2018;1.108
AMÉRICA DEL NORTE;Mujeres;Total Nacional;05 Canarias;2022;1.088
AMÉRICA DEL NORTE;Mujeres;Total Nacional;05 Canarias;2021;1.087
AMÉRICA DEL NORTE;Mujeres;Total Nacional;05 Canarias;2020;1.152
AMÉRICA DEL NORTE;Mujeres;Total Nacional;05 Canarias;2019;1.076
AMÉRICA DEL NORTE;Mujeres;Total Nacional;05 Canarias;2018;975
AMÉRICA DEL NORTE;Mujeres;Total Nacional;06 Cantabria;2022;503
AMÉRICA DEL NORTE;Mujeres;Total Nacional;06 Cantabria;2021;461
AMÉRICA DEL NORTE;Mujeres;Total Nacional;06 Cantabria;2020;466
AMÉRICA DEL NORTE;Mujeres;Total Nacional;06 Cantabria;2019;410
AMÉRICA DEL NORTE;Mujeres;Total Nacional;06 Cantabria;2018;404
AMÉRICA DEL NORTE;Mujeres;Total Nacional;07 Castilla y León;2022;1.050
AMÉRICA DEL NORTE;Mujeres;Total Nacional;07 Castilla y León;2021;992
AMÉRICA DEL NORTE;Mujeres;Total Nacional;07 Castilla y León;2020;1.007
AMÉRICA DEL NORTE;Mujeres;Total Nacional;07 Castilla y León;2019;961
AMÉRICA DEL NORTE;Mujeres;Total Nacional;07 Castilla y León;2018;940
AMÉRICA DEL NORTE;Mujeres;Total Nacional;08 Castilla - La Mancha;2022;783
AMÉRICA DEL NORTE;Mujeres;Total Nacional;08 Castilla - La Mancha;2021;773
AMÉRICA DEL NORTE;Mujeres;Total Nacional;08 Castilla - La Mancha;2020;772
AMÉRICA DEL NORTE;Mujeres;Total Nacional;08 Castilla - La Mancha;2019;694
AMÉRICA DEL NORTE;Mujeres;Total Nacional;08 Castilla - La Mancha;2018;671
AMÉRICA DEL NORTE;Mujeres;Total Nacional;09 Cataluña;2022;10.080
AMÉRICA DEL NORTE;Mujeres;Total Nacional;09 Cataluña;2021;9.606
AMÉRICA DEL NORTE;Mujeres;Total Nacional;09 Cataluña;2020;10.465
AMÉRICA DEL NORTE;Mujeres;Total Nacional;09 Cataluña;2019;9.516
AMÉRICA DEL NORTE;Mujeres;Total Nacional;09 Cataluña;2018;9.020
AMÉRICA DEL NORTE;Mujeres;Total Nacional;10 Comunitat Valenciana;2022;4.175
AMÉRICA DEL NORTE;Mujeres;Total Nacional;10 Comunitat Valenciana;2021;3.624
AMÉRICA DEL NORTE;Mujeres;Total Nacional;10 Comunitat Valenciana;2020;3.703
AMÉRICA DEL NORTE;Mujeres;Total Nacional;10 Comunitat Valenciana;2019;3.268
AMÉRICA DEL NORTE;Mujeres;Total Nacional;10 Comunitat Valenciana;2018;2.824
AMÉRICA DEL NORTE;Mujeres;Total Nacional;11 Extremadura;2022;345
AMÉRICA DEL NORTE;Mujeres;Total Nacional;11 Extremadura;2021;325
AMÉRICA DEL NORTE;Mujeres;Total Nacional;11 Extremadura;2020;344
AMÉRICA DEL NORTE;Mujeres;Total Nacional;11 Extremadura;2019;370
AMÉRICA DEL NORTE;Mujeres;Total Nacional;11 Extremadura;2018;353
AMÉRICA DEL NORTE;Mujeres;Total Nacional;12 Galicia;2022;1.592
AMÉRICA DEL NORTE;Mujeres;Total Nacional;12 Galicia;2021;1.463
AMÉRICA DEL NORTE;Mujeres;Total Nacional;12 Galicia;2020;1.531
AMÉRICA DEL NORTE;Mujeres;Total Nacional;12 Galicia;2019;1.440
AMÉRICA DEL NORTE;Mujeres;Total Nacional;12 Galicia;2018;1.322
AMÉRICA DEL NORTE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2022;12.525
AMÉRICA DEL NORTE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2021;12.324
AMÉRICA DEL NORTE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2020;12.254
AMÉRICA DEL NORTE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2019;11.054
AMÉRICA DEL NORTE;Mujeres;Total Nacional;13 Madrid, Comunidad de;2018;10.147
AMÉRICA DEL NORTE;Mujeres;Total Nacional;14 Murcia, Región de;2022;617
AMÉRICA DEL NORTE;Mujeres;Total Nacional;14 Murcia, Región de;2021;531
AMÉRICA DEL NORTE;Mujeres;Total Nacional;14 Murcia, Región de;2020;575
AMÉRICA DEL NORTE;Mujeres;Total Nacional;14 Murcia, Región de;2019;612
AMÉRICA DEL NORTE;Mujeres;Total Nacional;14 Murcia, Región de;2018;531
AMÉRICA DEL NORTE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2022;521
AMÉRICA DEL NORTE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2021;488
AMÉRICA DEL NORTE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2020;517
AMÉRICA DEL NORTE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2019;530
AMÉRICA DEL NORTE;Mujeres;Total Nacional;15 Navarra, Comunidad Foral de;2018;473
AMÉRICA DEL NORTE;Mujeres;Total Nacional;16 País Vasco;2022;1.375
AMÉRICA DEL NORTE;Mujeres;Total Nacional;16 País Vasco;2021;1.313
AMÉRICA DEL NORTE;Mujeres;Total Nacional;16 País Vasco;2020;1.337
AMÉRICA DEL NORTE;Mujeres;Total Nacional;16 País Vasco;2019;1.222
AMÉRICA DEL NORTE;Mujeres;Total Nacional;16 País Vasco;2018;1.106
AMÉRICA DEL NORTE;Mujeres;Total Nacional;17 Rioja, La;2022;192
AMÉRICA DEL NORTE;Mujeres;Total Nacional;17 Rioja, La;2021;182
AMÉRICA DEL NORTE;Mujeres;Total Nacional;17 Rioja, La;2020;205
AMÉRICA DEL NORTE;Mujeres;Total Nacional;17 Rioja, La;2019;173
AMÉRICA DEL NORTE;Mujeres;Total Nacional;17 Rioja, La;2018;154
AMÉRICA DEL NORTE;Mujeres;Total Nacional;18 Ceuta;2022;9
AMÉRICA DEL NORTE;Mujeres;Total Nacional;18 Ceuta;2021;10
AMÉRICA DEL NORTE;Mujeres;Total Nacional;18 Ceuta;2020;9
AMÉRICA DEL NORTE;Mujeres;Total Nacional;18 Ceuta;2019;8
AMÉRICA DEL NORTE;Mujeres;Total Nacional;18 Ceuta;2018;7
